1000 15000
903 229 513
875 47 478
117 107 828
122 570 5161
821 909 6926
255 99 5985
883 168 1304
741 805 377
210 715 892
931 180 6866
9 999 9720
79 48 4338
105 196 5897
386 973 4057
774 880 4963
757 204 6384
399 151 4727
118 863 1264
897 240 3708
327 593 4773
453 525 1952
925 999 49400
701 617 3362
934 518 4130
312 983 1573
210 429 1396
857 790 2600
231 939 1229
684 983 1596
219 312 3287
336 999 21950
165 151 3580
824 801 6737
51 414 652
882 729 1319
765 596 1618
615 302 4077
367 173 2868
166 121 3912
164 316 4063
340 837 4720
67 204 5265
442 420 4237
620 684 980
517 604 5984
274 149 6793
893 81 6172
657 851 6637
987 773 3699
11 789 3720
328 366 5630
537 994 6924
705 117 3104
204 810 2803
290 747 2093
748 39 4130
602 729 6666
0 623 45380
965 188 3569
893 501 4717
557 109 4822
809 792 4507
404 673 441
0 720 68940
492 700 1435
1 332 5726
886 89 5900
470 812 1238
477 66 5373
151 627 2351
889 934 4902
419 272 3605
563 425 3004
189 369 6604
203 11 1899
474 999 54170
849 548 3189
242 370 698
270 839 164
978 52 4178
519 279 2740
538 471 1226
575 173 6025
450 190 2140
807 479 122
386 724 3690
950 27 1826
174 519 64
756 966 3948
110 145 371
464 681 4045
244 991 1696
680 685 4318
467 541 1826
821 774 3832
728 927 2996
679 795 2440
170 936 2848
280 822 1963
0 679 66570
328 742 2031
345 297 1335
760 761 4063
56 722 6756
531 440 4288
648 24 6511
99 211 6081
725 251 4071
536 590 2028
620 992 4887
361 747 1889
108 847 5622
25 676 60
290 153 1928
621 287 2983
601 993 4126
464 513 2413
16 259 3070
908 600 2355
14 806 4621
969 654 2123
534 871 5778
373 999 38460
780 988 757
987 999 57930
911 49 2126
700 20 1823
67 623 1849
336 911 2599
284 367 31
638 170 2032
993 581 917
376 830 2032
834 669 2947
92 183 4083
571 518 1808
506 807 5016
136 30 875
625 38 6886
867 718 3699
809 423 2691
0 240 4060
278 887 4960
179 462 1570
404 740 6855
431 210 1256
710 316 1092
486 530 2587
12 357 1145
12 144 3662
450 958 5862
155 367 6229
5 810 4215
260 712 2
148 135 5415
166 259 2279
198 807 3887
627 391 3413
619 235 2252
509 402 3758
867 221 2509
0 890 33450
587 340 4019
538 310 876
954 999 31820
321 999 66600
872 440 6990
282 459 6589
133 170 4575
453 124 1759
95 816 2437
788 18 3008
957 233 3938
483 1 3959
800 85 2139
866 731 5514
624 594 6940
831 589 910
604 538 5326
958 240 5458
682 587 4290
656 498 3214
806 333 6513
257 982 6677
17 78 1733
277 821 823
213 616 6401
100 963 3139
297 949 2685
504 314 2503
182 701 3761
152 786 1634
786 574 1071
67 356 190
735 948 3026
21 516 5751
666 382 2542
676 456 5861
901 337 6762
64 421 3316
847 409 5989
517 156 1965
404 547 1018
782 758 5921
74 148 3181
680 703 4470
215 597 1800
356 690 2114
826 864 3129
289 828 4300
265 197 3347
0 309 63440
122 239 2338
422 131 3133
63 880 6261
482 223 402
333 406 5907
914 973 6385
401 25 4088
907 827 4083
546 448 3813
212 9 6714
929 541 2088
3 691 6575
0 173 44250
617 6 6718
961 299 6072
306 732 2847
207 39 6780
760 202 1168
901 35 1592
312 469 4523
177 695 4171
209 235 2846
950 972 3397
938 514 5378
182 281 1149
676 525 2292
312 873 4006
458 988 1386
347 360 2705
975 468 5110
142 820 4720
96 704 2548
173 559 4660
287 200 6921
0 17 15560
192 133 6803
506 236 2570
795 89 5621
72 404 2602
470 236 3158
817 575 4564
631 676 4366
180 435 3381
907 35 1386
627 131 3049
915 932 2176
537 800 768
0 187 7310
98 740 2441
135 170 3684
714 690 4624
868 723 3394
531 313 663
485 27 1710
192 533 800
307 569 3455
58 127 348
0 369 3770
868 593 1986
639 957 2506
408 101 2629
324 148 993
895 9 6357
815 864 775
980 999 34410
195 911 4196
90 7 1343
371 197 2398
922 734 5184
901 211 4550
481 522 2992
762 233 2847
468 135 6144
278 986 558
35 520 4623
864 812 1216
569 179 2693
654 525 2884
106 544 6363
581 960 4740
196 411 842
347 536 4035
28 25 2308
813 415 13
146 776 3354
984 867 4765
508 164 3788
997 175 1719
346 760 3086
344 892 4174
998 277 1056
487 401 3119
350 199 2554
373 748 4718
958 834 5174
623 238 6452
294 960 5887
779 303 1634
265 785 4471
828 55 4206
666 833 5069
322 585 5972
228 920 3796
181 399 1973
807 859 3036
969 999 18380
977 153 2032
173 512 2861
862 556 982
279 581 2333
781 567 133
646 806 2121
202 335 3849
928 935 2887
507 684 208
530 79 5528
149 577 3706
953 39 6761
517 405 10
340 711 822
449 327 2802
163 687 4469
73 999 56420
950 835 4708
258 837 5481
91 943 4468
305 732 699
441 946 3262
284 165 5766
576 983 6785
285 244 2520
737 410 3111
489 588 3753
145 666 6743
470 118 1385
583 150 5610
712 675 1938
250 871 1339
774 987 6147
634 642 127
756 768 3750
570 131 5589
437 198 1756
573 653 1521
992 290 6255
817 980 6618
227 685 146
188 721 3671
478 126 6271
294 883 5004
198 253 490
875 187 906
932 731 6994
396 302 5032
0 765 49800
37 454 3055
194 897 5592
620 740 4572
545 316 1927
251 928 4991
705 333 3639
502 469 3653
576 768 2614
279 648 1983
211 554 4962
137 89 3728
374 711 3959
623 573 6152
885 478 5278
781 141 800
621 243 1202
266 247 4873
535 68 2171
590 364 6036
422 618 332
317 414 3341
81 369 4584
792 999 690
146 630 2634
895 682 4974
227 12 5180
921 849 153
27 437 5878
747 897 1030
968 999 44510
600 918 6728
752 937 3236
129 590 4740
705 851 1754
510 278 3477
694 83 434
892 817 2379
937 603 5548
410 641 4337
401 964 1144
742 23 1633
50 155 3400
564 312 474
323 917 3164
726 418 4041
952 796 2367
166 812 3291
847 657 2815
290 832 2826
382 287 1995
161 524 3492
968 603 5552
818 141 3076
160 309 6455
292 429 2653
576 999 46240
684 264 1182
812 410 3146
60 632 1411
355 646 329
840 514 5054
812 396 4077
917 810 5883
95 185 3442
786 784 1876
532 638 3416
76 736 955
632 467 641
65 212 2693
487 334 5136
424 108 1253
222 677 4907
575 999 6460
214 289 876
665 765 1948
308 351 2505
884 144 5287
289 637 6729
972 167 6735
612 917 2814
855 961 1718
465 762 963
332 269 449
262 965 2302
421 502 1038
220 527 352
305 132 6897
574 276 4873
372 630 3269
475 141 4592
0 473 59710
107 667 5900
854 79 4541
99 499 867
965 354 1283
411 812 5786
992 180 5157
178 200 597
638 55 1238
0 827 9310
338 865 1079
125 682 6397
250 595 5870
645 488 2342
243 993 5208
460 593 333
963 394 2960
191 599 2357
825 426 4224
953 909 982
349 444 6032
801 903 3513
966 789 5702
852 241 2514
0 680 15030
361 666 4514
296 784 3448
605 314 2661
20 343 1199
0 449 45520
4 960 4625
500 669 1044
263 831 3453
773 650 2334
698 915 5961
268 307 3292
689 409 3792
259 583 4776
659 958 6670
601 516 1669
497 836 2899
503 466 2115
707 920 4885
56 978 1882
339 702 98
558 940 6917
857 916 4558
531 260 3163
42 857 4013
153 949 4870
949 198 1448
760 701 767
226 58 1306
99 727 3390
240 210 5568
976 588 6829
395 268 6620
593 938 2815
360 682 5790
270 43 516
489 396 5209
284 804 5197
566 778 3241
0 916 48830
245 63 501
753 836 2810
157 577 3251
720 457 2005
932 410 662
501 568 5395
505 59 6467
337 598 4189
388 676 1791
518 578 3536
192 819 4899
292 984 6633
909 200 3440
594 717 1496
645 639 200
0 383 60490
808 285 1947
791 824 35
397 101 3362
394 455 4065
0 559 24290
710 464 3702
635 238 4400
93 444 6909
781 373 673
438 637 4836
63 18 6239
641 104 3321
135 227 2248
838 388 4417
892 575 1700
176 439 1309
895 25 2052
822 200 4113
491 627 2778
635 384 1985
293 313 1923
820 627 2421
921 580 3607
552 102 3546
589 263 1360
523 220 172
46 622 4922
396 47 3539
0 27 59690
746 958 2349
26 262 5297
111 396 3319
580 129 4174
486 436 1178
0 850 68580
808 803 1496
303 868 448
675 566 3292
730 116 596
604 624 3497
664 486 588
892 897 6124
585 685 4271
356 412 5817
966 372 2017
880 205 813
34 443 2827
802 11 5562
520 597 5471
606 664 3968
344 935 5495
340 843 5130
622 357 6327
419 346 715
597 840 4205
827 756 547
780 557 2208
444 868 623
803 398 6261
413 569 5627
636 662 932
4 396 2828
459 271 1799
34 673 1421
55 497 3435
708 119 5628
0 871 12720
577 915 2251
301 746 1991
419 48 3118
61 561 3535
0 753 39470
290 118 3060
732 711 1804
247 999 58550
400 344 5893
474 175 4976
360 243 3570
66 928 4747
975 201 4249
498 94 6982
532 847 4408
25 411 1566
320 508 3337
178 451 4528
271 677 4662
73 760 2699
343 331 6627
859 124 6085
303 832 6392
490 117 2240
617 14 1888
993 742 5251
543 926 6293
448 623 820
799 999 33450
612 785 6138
621 888 4828
0 788 34520
195 810 3479
718 328 2686
704 197 1964
984 919 2997
648 107 3427
99 301 2021
36 851 5549
367 264 747
518 540 5149
359 790 4046
203 999 31760
379 419 265
21 192 557
836 893 5170
704 999 69470
59 129 2486
233 637 3180
413 412 612
987 845 2169
242 381 1283
968 181 4913
688 47 2484
438 82 5709
922 708 4613
558 568 6253
942 616 6038
169 553 2810
94 292 1975
495 242 1908
371 620 3821
0 570 44610
762 96 3613
992 8 1285
851 187 1598
951 478 6420
794 422 2547
396 327 2283
731 430 4667
63 675 4850
354 494 5094
495 968 861
356 541 1519
796 341 4605
435 261 2459
562 256 5270
808 189 2087
425 381 5091
620 285 1414
227 721 4422
468 897 6985
577 616 2096
228 999 64220
792 802 216
632 296 4203
60 915 3560
581 476 6492
732 769 2197
957 974 1756
309 641 750
200 742 354
907 51 2566
761 50 3427
801 800 5143
513 616 4519
710 635 1892
43 482 2365
804 381 1714
858 708 5555
682 992 6293
821 916 3753
20 315 3013
946 467 4144
564 116 2994
667 214 5476
338 445 1365
403 861 2992
958 805 6247
181 684 6011
761 440 392
543 970 1971
149 420 2114
134 715 6236
434 315 2048
637 925 5583
709 652 4630
248 475 4856
143 425 4742
184 217 6806
756 119 5566
690 141 4132
133 960 1202
111 697 3927
561 237 4463
964 632 3417
835 723 2162
584 652 3748
49 326 4025
503 360 574
212 670 5084
0 235 18140
993 267 5910
752 147 5565
253 58 2514
379 194 6672
0 477 19920
726 701 2762
115 880 4612
515 38 490
199 982 2655
850 178 3556
84 271 6427
476 856 3078
10 627 3675
140 458 595
757 283 5838
904 998 5514
826 887 2796
688 229 1707
709 57 914
641 406 1
991 92 3485
655 591 6320
47 114 4149
354 486 1781
481 65 6880
739 863 2125
822 325 3109
252 22 3138
28 44 4511
162 259 5062
577 239 3478
137 417 5898
821 233 1263
578 876 2661
763 344 4505
169 603 485
476 846 389
810 261 4361
495 458 4512
683 722 1583
618 130 5459
288 291 1595
964 608 256
678 173 1829
977 726 2873
952 366 1849
694 638 3133
530 806 495
442 609 5064
590 945 1832
127 88 6570
611 997 4531
0 932 22590
190 849 3708
0 634 21120
918 557 2883
450 549 6675
613 429 5606
230 543 6982
703 736 149
468 340 616
0 39 67240
764 931 4251
966 703 5756
507 71 4255
108 573 4108
283 652 5698
204 218 4484
611 764 616
881 798 122
805 371 2949
143 319 1510
671 647 94
545 68 1396
986 527 6479
421 742 4886
327 177 5076
257 824 6550
915 81 5928
376 519 4243
202 288 4435
495 581 1904
490 979 442
444 711 5558
861 898 1954
0 810 26230
623 992 3714
315 385 727
692 245 541
621 591 2932
156 840 1301
615 999 69620
964 896 239
684 435 1977
380 952 2909
381 346 4331
914 8 6803
140 844 3710
446 576 5288
125 751 2102
777 577 4270
340 231 987
520 221 882
588 597 5366
348 815 399
0 764 16900
295 830 6869
711 840 2997
535 966 2609
968 662 4844
542 103 5378
307 321 5555
254 217 3640
778 179 1646
485 225 3246
391 671 2213
230 339 6103
197 69 2473
343 505 1045
109 606 257
555 385 4748
769 765 2090
453 768 4173
236 635 2544
235 291 4752
889 562 5610
800 621 694
801 952 5974
915 587 3668
577 782 2948
440 447 5559
818 912 4500
880 715 1771
843 156 6394
122 646 1272
983 548 2698
529 129 1105
655 346 4511
441 481 6691
0 367 46520
105 54 4977
223 713 1150
795 842 4089
635 177 1585
171 551 2928
416 341 5040
297 302 4086
59 291 1615
373 303 2024
668 872 6181
112 309 6239
518 666 6222
502 114 1855
447 871 1946
877 620 3751
0 320 5640
528 417 1457
726 999 27530
113 204 723
814 378 2499
712 770 1171
831 999 37350
871 755 2306
505 94 4638
128 999 59980
673 132 5442
391 910 4993
330 424 2210
155 600 3566
785 758 6102
792 321 4678
654 774 1376
59 901 5633
1 2 5643
720 789 2314
961 946 3165
578 537 630
927 232 4218
227 22 4525
560 115 6451
581 683 6557
542 306 258
968 70 3669
556 106 2957
421 441 2618
97 226 3413
898 63 5364
40 545 6544
862 19 3164
710 237 3191
64 671 3416
259 174 4793
357 685 6449
646 780 4450
259 680 5187
384 206 1375
240 442 3846
38 583 6637
314 914 4003
560 559 5990
696 817 645
561 805 5315
503 498 4516
866 898 3315
771 196 3171
862 189 387
76 414 5445
699 925 6431
461 460 5062
971 674 4388
235 588 4025
125 618 4514
713 18 2854
490 364 4551
135 638 465
663 999 13000
340 461 2328
911 998 4860
305 928 3572
845 990 4277
88 685 5020
746 574 5179
399 272 3251
646 765 78
0 987 3870
436 971 4039
795 317 2159
370 548 5814
764 483 269
0 575 40440
72 999 18100
709 381 2279
145 486 2585
101 984 263
779 16 2822
471 625 83
318 999 56850
255 493 3209
439 479 6632
714 467 6651
494 781 6113
744 496 5726
888 289 5928
874 304 6344
0 454 58610
720 792 490
795 999 10000
538 757 5457
130 84 5296
500 228 6992
614 455 6412
812 884 4458
278 378 6498
428 441 3367
654 606 1844
196 725 1944
982 187 432
140 414 590
943 795 3970
23 278 5316
247 225 6628
534 64 4524
376 684 3358
536 293 2842
502 9 5956
16 330 5673
100 51 4493
347 718 2849
114 734 2512
341 126 3583
915 933 1290
696 34 3140
534 194 4954
110 164 6773
580 491 4536
138 337 5391
58 899 3509
326 693 1343
891 158 2149
754 416 1654
821 999 29790
537 508 4902
676 999 27920
853 707 2335
575 287 195
94 234 2759
917 953 3619
229 617 6299
180 409 1706
982 478 1224
782 839 6701
538 609 3377
709 859 3103
690 185 2954
110 966 2472
98 165 236
290 690 6870
523 816 5887
52 378 5250
109 211 6337
0 62 8680
838 530 2733
29 409 4093
426 25 2334
505 1 2598
797 670 5871
410 376 2610
299 154 1859
803 999 11120
248 999 29800
335 663 2812
793 349 5124
398 587 2641
743 857 6649
736 550 4778
234 826 3640
345 702 4264
236 999 59390
977 91 1480
835 614 3686
685 364 5006
456 129 885
184 131 5845
644 335 1069
660 156 6708
394 216 5517
277 639 4701
153 22 169
340 591 2065
745 97 4613
482 207 4453
182 177 2880
371 493 3161
16 896 2144
889 492 4573
109 520 5785
780 506 6632
936 463 3828
432 758 1787
434 962 1634
654 277 5239
928 763 6322
415 317 5576
689 437 5687
147 649 806
721 945 3368
894 705 6702
532 363 5362
128 415 4438
617 427 2076
947 91 3085
939 696 493
277 598 4100
587 15 2146
225 847 4674
443 492 2982
615 122 260
639 656 1776
598 238 546
841 272 1076
732 597 3312
764 12 4110
66 999 64180
162 227 3969
928 483 6250
668 859 6343
721 517 5918
90 501 3283
233 872 6868
985 436 4029
725 488 2326
808 88 72
209 28 3108
931 629 2972
88 560 4245
857 999 45430
797 514 5615
354 985 3822
512 698 1720
705 233 2661
368 997 2401
318 343 6134
0 826 64320
442 544 1693
267 262 1948
863 838 2416
659 629 6682
52 193 4090
389 613 184
150 715 6258
829 777 255
515 8 6666
188 999 12790
350 598 5496
0 909 25920
276 390 2428
258 556 1276
32 103 4522
591 471 2224
717 763 1330
967 259 3761
607 345 4937
871 726 1775
608 671 2298
118 999 69200
699 554 5911
61 872 1905
247 538 2400
994 913 1051
70 891 1664
138 999 2510
289 517 3851
112 173 4737
819 740 1552
669 253 6197
775 551 1858
783 722 2800
133 758 5710
468 12 2054
671 405 1285
259 474 225
532 863 5951
306 446 721
861 344 5514
628 428 4683
808 923 303
629 185 5620
317 195 4430
466 530 1667
338 389 5011
433 825 1469
2 807 4466
0 447 42050
49 309 5665
462 447 2725
767 744 4887
60 317 6058
746 353 2323
373 447 6748
102 455 6013
722 842 5072
445 93 5335
19 604 5270
914 757 1472
87 540 5054
739 17 1160
717 872 6007
435 657 2704
464 999 26970
974 770 335
536 103 618
542 441 2912
829 67 4335
796 750 5750
300 715 6420
437 949 5149
782 80 4202
50 623 153
941 70 5179
346 424 1639
348 223 689
661 338 5846
751 514 3676
775 714 2399
753 718 2385
0 632 35840
556 472 5013
418 557 5129
770 944 5955
287 924 5653
0 402 3100
783 230 783
224 281 3327
166 260 5013
792 897 2735
951 777 6181
747 547 492
220 496 4640
0 876 20770
977 503 5008
731 185 5549
117 986 3910
398 807 988
382 98 777
76 795 6087
306 843 4076
141 20 742
452 846 1491
697 923 5361
680 561 5399
985 98 1681
610 448 6912
962 948 2601
878 312 6057
708 567 390
277 716 6646
712 713 6005
274 999 27330
885 309 1086
371 102 2573
435 596 1329
428 243 1965
758 219 1293
832 448 3662
276 977 4180
201 409 2973
856 770 226
372 254 237
682 110 4962
691 205 6882
826 923 2754
726 272 2496
172 539 4653
620 403 805
536 999 65610
653 833 4017
311 999 69260
803 149 4426
331 717 4088
996 458 4744
720 785 5891
882 585 3106
652 392 1246
8 837 3531
823 519 2062
250 880 6708
177 579 4473
448 999 30570
73 951 15
744 568 3362
131 428 6971
0 844 39620
985 835 6055
954 866 3628
0 967 47960
346 686 5413
164 925 2523
829 130 1805
414 485 5129
10 680 2125
168 382 1141
782 463 6330
0 459 65700
551 146 2549
894 159 4148
802 133 1940
360 294 2731
435 890 922
659 24 6288
870 999 34900
0 924 28440
419 537 237
979 699 2289
324 798 853
516 553 1323
920 222 3279
53 779 4483
521 405 3805
190 212 2223
609 986 5163
789 156 6179
906 677 2596
248 989 171
194 582 6582
111 682 2447
719 66 3009
636 606 2589
316 770 6240
263 697 73
954 318 4138
804 185 2813
423 623 1278
690 403 2930
447 771 4849
253 655 4708
451 999 24520
691 246 1895
703 493 2573
801 115 3416
460 120 3171
540 491 632
140 939 6190
539 898 1301
328 370 632
668 432 3317
421 963 433
98 565 352
20 41 2798
498 605 1075
163 310 3944
514 617 5348
412 924 5965
430 392 4700
302 138 2293
354 255 3929
224 483 1781
130 999 5900
946 1 5232
544 513 4234
0 502 17670
773 160 967
869 988 4803
270 999 4050
934 311 4807
653 16 4570
433 91 1329
647 727 5589
355 812 4793
345 388 4525
130 577 3415
992 2 6271
979 376 6546
677 829 2704
156 971 4982
329 947 6492
723 456 2638
800 377 1350
139 916 660
181 911 2542
891 554 2891
193 999 11720
968 214 6569
6 867 2014
829 767 4955
508 645 5000
203 558 4431
851 466 5666
40 309 6334
686 768 5242
433 469 6886
899 657 1012
569 251 5420
171 153 166
868 992 4087
426 901 4940
0 280 8710
619 122 1894
498 999 50640
362 492 4578
868 40 3835
542 319 6451
440 220 1382
976 228 3134
607 127 5128
552 692 6211
454 50 4637
351 191 5694
830 215 4215
263 101 1630
518 937 3234
413 966 6812
0 453 13140
475 12 4191
33 179 935
94 635 485
0 84 6620
341 243 1522
70 977 241
906 412 2423
899 894 3228
549 708 1795
31 159 3104
302 13 3980
424 954 1927
958 611 3607
777 469 1959
78 86 1824
164 366 1581
151 948 664
106 849 3622
414 227 4342
869 708 817
205 902 5234
778 11 5498
821 570 4102
489 519 3584
905 465 6334
671 990 1609
634 931 3697
813 897 1949
194 303 4332
811 772 644
457 731 6540
582 472 5470
978 645 5603
406 487 2776
99 938 3711
775 455 6654
221 353 421
224 134 83
978 537 271
288 839 3011
127 407 714
478 904 859
0 386 27730
44 511 6416
704 642 3342
653 526 6498
347 552 103
979 872 1692
297 417 2520
42 358 2012
0 193 41680
998 782 6020
371 193 6977
79 168 5709
787 105 1814
17 736 4555
84 651 445
37 32 6764
0 537 30450
159 559 2792
707 222 6581
528 633 6407
244 141 1001
737 12 3964
344 547 4025
925 807 80
506 960 2288
422 642 1625
799 330 6593
395 19 4345
5 457 3546
746 971 6838
651 391 2984
642 853 4059
406 425 2884
164 664 232
192 255 347
701 666 3140
506 30 2553
203 115 4143
941 493 5318
935 147 3718
447 999 33750
233 776 1631
756 439 1597
733 553 2821
267 322 2757
120 76 1399
854 567 1091
253 224 1484
350 886 3577
741 999 23390
567 244 5573
748 828 1577
187 976 6808
127 90 1604
751 143 4979
886 557 5374
864 432 1042
390 362 2974
92 999 39810
510 719 342
603 384 2839
471 999 9980
571 435 52
241 688 59
34 196 2166
883 345 24
489 428 5690
915 931 5786
573 377 533
644 690 2017
435 418 4701
320 289 4308
572 535 2924
923 816 4593
17 45 5533
179 511 2264
971 359 2359
6 48 411
843 355 6733
404 498 1018
888 790 538
643 347 5609
327 2 1965
179 501 3937
658 320 3743
2 664 2664
702 988 3989
523 884 1338
23 976 412
94 799 4263
310 202 4705
470 293 2175
52 177 4975
269 166 1125
473 823 6353
180 342 1263
682 217 6610
172 445 4034
254 632 6259
0 672 53420
399 367 6318
85 812 4407
674 191 2567
534 284 404
274 559 6859
51 767 4291
112 344 5209
290 580 1248
26 825 5746
906 812 4575
252 810 3641
455 596 6962
142 649 1027
709 33 967
421 966 407
741 505 1325
378 755 5511
808 932 225
326 691 2430
413 352 862
355 181 6047
837 140 2435
232 956 2885
194 250 2311
247 459 1298
472 757 3852
894 840 4583
0 429 64460
878 734 5358
289 652 6189
876 228 4709
489 143 506
632 957 3510
168 650 4948
569 736 5378
402 588 66
822 676 1613
134 268 5179
653 999 36400
932 394 1109
874 864 2485
258 297 6702
920 582 3474
28 257 5142
0 202 5010
196 236 4990
583 845 1147
0 129 18980
152 248 6071
318 567 2123
747 877 5170
157 681 2108
205 152 411
284 129 2698
691 472 3587
377 832 3750
809 666 6048
507 522 6306
938 605 3066
905 487 4012
112 999 7930
639 99 1497
573 806 5166
283 463 1170
552 954 3782
195 354 5064
963 29 6133
653 554 1952
860 346 4497
782 64 3918
980 707 4655
607 999 28960
372 54 6300
824 127 1461
260 555 5943
291 2 6491
102 170 1458
783 583 5572
179 132 1658
909 846 5245
38 999 19180
738 998 701
196 465 1895
417 115 4979
364 734 4934
311 718 2773
47 790 1502
251 154 822
245 78 6193
255 573 848
582 17 3487
959 495 1851
304 571 374
63 377 3231
832 881 651
766 879 3760
601 225 1669
388 575 1256
58 320 2111
117 923 2295
304 695 2733
843 771 6416
443 407 5360
232 850 6821
169 511 4263
227 518 4739
418 245 515
910 893 838
305 55 6935
49 985 4806
261 328 372
230 941 6995
701 639 5394
694 938 696
308 999 55730
182 532 5638
575 197 949
931 761 6289
958 454 4619
206 590 5610
517 149 313
873 640 5358
0 326 16980
406 858 3734
554 563 2560
821 141 2164
570 841 4698
467 414 2804
0 571 5600
294 805 3429
932 478 5801
124 875 2048
103 94 671
702 739 2698
807 811 2024
703 65 4006
696 544 2421
422 924 4360
650 429 1184
377 910 2904
124 733 3905
905 490 2920
931 457 3190
76 298 6727
861 700 3174
682 900 6689
57 531 4198
547 343 693
147 902 1806
347 908 5919
180 177 5768
867 481 1014
946 734 2312
553 997 2126
384 980 6050
107 569 6725
277 503 4008
80 812 5911
38 76 187
582 298 5190
697 231 4209
158 890 139
892 6 5086
260 742 5862
25 115 5772
150 610 1182
852 897 5521
196 789 1378
17 701 45
286 621 938
888 927 3980
181 473 4998
657 787 5996
995 226 3152
485 26 788
526 333 1559
554 542 3485
216 755 5431
663 226 502
727 365 305
730 655 5089
133 706 6384
964 432 4057
994 20 1736
375 239 3542
0 630 46070
972 138 355
102 191 1982
894 615 2114
885 205 803
578 907 4942
403 633 5301
42 616 4853
498 460 2197
697 838 6303
398 661 4096
60 642 1374
542 66 906
786 163 3304
388 824 5801
543 195 2172
671 283 3948
655 599 6651
701 386 3775
297 535 6352
213 718 6027
946 654 4473
686 991 2666
578 691 3505
187 407 4412
786 892 4957
718 992 4354
729 484 4442
713 20 2757
94 240 1454
986 887 6128
582 294 5105
972 799 3287
959 617 5703
393 464 3878
573 556 2013
71 427 5411
490 540 2446
600 423 5852
546 651 1314
0 974 7970
40 203 4282
495 747 2539
143 691 1422
587 269 4029
503 93 3459
472 581 5613
946 992 451
680 151 6825
190 941 1985
523 452 6380
67 776 6022
272 828 2461
248 148 6267
798 600 2118
40 589 2996
0 258 20290
648 925 6332
297 993 6842
48 933 3872
589 999 60620
720 356 6905
647 999 16960
788 227 65
730 999 14140
844 688 5241
174 315 1051
855 149 1733
727 672 5052
637 20 600
222 159 3299
505 63 105
185 105 2484
692 171 3273
301 943 4972
533 728 2886
681 316 4873
492 178 2832
600 213 5739
128 923 2525
804 238 1478
412 309 4755
861 783 2044
712 662 6386
982 107 1830
646 248 2955
740 258 6654
260 718 6702
150 987 5
618 825 2099
290 135 2248
656 156 6935
393 861 3459
150 193 4822
79 755 3961
383 161 4983
237 538 647
440 8 6400
290 992 3555
862 117 4788
743 60 720
667 158 2561
911 877 5920
435 515 242
739 121 516
126 394 1063
235 81 5707
880 41 6307
208 196 6737
691 536 1115
25 778 3337
240 221 5854
956 495 4311
495 140 418
76 697 6544
915 303 1453
522 242 1942
521 456 4336
701 697 2296
714 674 3191
312 865 2921
565 322 3171
596 101 6830
806 994 6620
148 999 33120
371 827 437
108 874 5349
850 546 3264
40 844 6839
612 615 2310
890 810 1933
43 142 5199
755 309 3421
430 859 2556
751 130 1016
368 923 1516
0 857 4820
183 999 54300
131 493 547
219 73 1870
36 31 6744
301 635 4150
133 827 1405
96 611 6879
592 676 3784
655 77 6128
959 688 68
936 356 7
544 48 5011
962 518 6656
706 607 5516
442 844 461
923 157 5521
18 689 3084
863 717 4971
323 439 231
97 873 3750
618 907 3802
218 999 11930
416 372 1391
438 101 2220
69 881 5744
0 901 59540
128 634 2815
599 126 5876
39 139 713
63 889 5102
614 228 2232
50 767 6055
342 528 1784
693 999 53480
362 807 764
611 856 3746
469 111 4749
511 82 369
756 408 5289
170 371 513
219 16 4771
246 972 1106
381 911 2544
104 965 379
384 767 3168
829 147 3970
963 174 3213
444 142 3391
49 365 2290
416 584 6964
252 500 2511
767 514 2772
112 899 5830
385 175 5322
0 663 50260
401 583 6036
609 265 786
796 999 26430
20 608 1777
660 155 4958
480 23 5328
18 16 4831
418 995 1211
205 391 3034
142 870 955
183 360 2599
511 700 5780
782 764 2282
0 884 61470
684 863 782
971 597 4437
94 921 3135
993 988 6961
783 193 5865
187 729 5760
333 689 5660
938 520 712
891 793 732
418 131 6126
47 330 3145
784 992 1980
351 104 3359
671 210 5659
190 562 2384
819 999 33810
635 999 66890
130 615 6118
969 673 4985
458 433 4958
938 122 5001
441 499 6731
467 685 5850
900 999 31520
919 265 1770
356 611 6815
734 287 4985
695 866 6911
265 291 1324
744 492 2225
1 999 61330
619 450 2020
865 38 5298
937 377 4050
688 415 1462
0 281 59060
249 68 4979
201 44 495
323 6 3629
308 436 1771
634 4 1203
400 448 4914
768 765 3349
895 405 2290
126 941 6993
207 703 5463
102 789 5540
583 126 1960
789 102 6523
636 932 1345
219 148 247
294 296 4776
960 214 6414
743 667 4115
905 999 16510
238 470 2381
905 214 3779
652 262 3838
629 538 4644
525 679 3886
601 174 6620
389 527 3721
919 152 905
31 720 5130
183 265 5664
569 798 5414
395 928 4614
25 612 3851
222 400 5273
995 675 96
933 904 1968
101 293 5481
692 643 5548
832 101 6604
182 904 5947
279 997 2515
187 516 4056
929 932 396
1 230 5299
941 575 830
256 109 3988
372 468 5299
114 198 1286
755 422 1674
584 868 867
938 460 1146
267 937 1630
107 158 6627
473 862 3204
739 568 6028
54 166 5123
181 916 3925
189 747 5640
601 676 6832
886 999 59290
645 214 4777
437 526 2931
178 952 3570
838 156 6222
258 281 3790
941 408 5449
245 810 1940
997 596 1182
519 841 1720
528 876 4697
85 244 883
111 701 1754
794 547 3252
471 842 5179
778 496 892
0 26 24830
980 494 3207
856 126 4742
866 183 5109
